customer_key,customer_number,customer_name,age,customer_segment,last_order_date,recency,total_orders,total_sales,Avg_order_value,Avg_monthly_spends,total_quantity,total_products,lifespan
17316,AW00028315,Stacy Alonso,58,NEW,2013-06-09,154,1,557,557,557,3,3,0
17317,AW00028316,Jaime Martin,59,NEW,2013-06-01,154,1,540,540,540,1,1,0
17318,AW00028317,Ivan Weber,54,NEW,2013-06-05,154,1,540,540,540,1,1,0
17319,AW00028318,Grace Lee,48,NEW,2013-06-26,154,1,575,575,575,2,2,0
17320,AW00028319,Ashlee She,50,NEW,2013-06-21,154,1,557,557,557,3,3,0
17321,AW00028320,Janet Navarro,60,NEW,2013-06-13,154,1,540,540,540,1,1,0
17322,AW00028321,Arturo Wu,61,NEW,2013-06-26,154,1,599,599,599,3,3,0
17323,AW00028322,Willie Chen,46,NEW,2013-04-04,156,1,29,29,29,2,2,0
17324,AW00028323,Nathan Moore,58,NEW,2013-02-14,158,1,2384,2384,2384,1,1,0
17325,AW00028324,JÔö£┬«sus Martin,58,NEW,2013-06-23,154,1,549,549,549,2,2,0
17326,AW00028325,Drew Lal,59,NEW,2013-05-30,155,1,575,575,575,2,2,0
17327,AW00028326,Carla Lopez,51,NEW,2013-02-13,158,1,2442,2442,2442,4,4,0
17328,AW00028327,Tabitha Serrano,58,NEW,2013-02-15,158,1,2407,2407,2407,4,4,0
17329,AW00028328,Kyle Green,65,NEW,2013-12-02,148,1,5,5,5,1,1,0
17330,AW00028329,Marcus Washington,67,NEW,2013-09-10,151,1,6,6,6,2,2,0
17331,AW00028330,Charles Bailey,45,NEW,2013-03-22,157,1,10,10,10,2,2,0
17332,AW00028331,Colleen Beck,44,NEW,2013-03-07,157,1,54,54,54,1,1,0
17333,AW00028332,Ryan Washington,45,NEW,2013-06-07,154,1,94,94,94,2,2,0
17334,AW00028333,Jaime Jimenez,41,NEW,2013-02-06,158,1,54,54,54,1,1,0
17335,AW00028334,Marco Tanara,40,NEW,2013-09-07,151,1,54,54,54,1,1,0
17336,AW00028335,Rebekah Srini,40,NEW,2013-10-07,150,1,63,63,63,2,2,0
17337,AW00028336,Edward Martin,41,NEW,2013-08-20,152,1,139,139,139,4,4,0
17338,AW00028337,Melissa Bennett,40,NEW,2013-12-08,148,1,60,60,60,2,2,0
17339,AW00028338,Kristi Vance,84,NEW,2013-06-05,154,1,48,48,48,3,3,0
17340,AW00028339,Sean Edwards,42,NEW,2011-04-12,180,1,3578,3578,3578,1,1,0
17341,AW00028340,Lucas Butler,42,NEW,2011-04-17,180,1,3578,3578,3578,1,1,0
17342,AW00028341,Jeremy Wilson,42,NEW,2013-08-27,152,1,129,129,129,3,3,0
17343,AW00028342,Brianna Murphy,43,NEW,2013-07-06,153,1,70,70,70,1,1,0
17344,AW00028343,Shelby Morgan,43,NEW,2013-06-15,154,1,54,54,54,1,1,0
17345,AW00028344,Alvin Zhu,43,NEW,2013-04-05,156,1,54,54,54,1,1,0
17346,AW00028345,Diana Serrano,43,NEW,2013-06-10,154,1,5,5,5,1,1,0
17347,AW00028346,Eduardo Russell,42,NEW,2014-01-18,147,1,94,94,94,2,2,0
17348,AW00028347,Latoya Anand,41,NEW,2013-05-12,155,1,74,74,74,4,4,0
17349,AW00028348,Nichole Jai,82,NEW,2013-09-22,151,1,69,69,69,2,2,0
17350,AW00028349,Kristi Vazquez,82,NEW,2013-10-21,150,1,40,40,40,2,2,0
17351,AW00028350,Alisha Holt,82,NEW,2013-08-18,152,1,14,14,14,2,2,0
17352,AW00028351,Donald Rodriguez,80,NEW,2013-07-19,153,1,575,575,575,2,2,0
17353,AW00028352,Meghan Sanz,78,NEW,2013-07-08,153,1,563,563,563,4,4,0
17354,AW00028353,Summer Kapoor,78,NEW,2013-07-28,153,1,549,549,549,2,2,0
17355,AW00028354,Ian Wilson,56,NEW,2011-08-26,176,1,3578,3578,3578,1,1,0
17356,AW00028355,Carlos James,55,NEW,2011-04-17,180,1,3578,3578,3578,1,1,0
17357,AW00028356,Blake Gonzalez,56,NEW,2013-09-17,151,1,60,60,60,2,2,0
17358,AW00028357,Danielle Howard,56,NEW,2013-12-18,148,1,134,134,134,2,2,0
17359,AW00028358,Austin Powell,56,NEW,2013-10-13,150,1,5,5,5,1,1,0
17360,AW00028359,Madison Anderson,50,NEW,2013-07-07,153,1,79,79,79,2,2,0
17361,AW00028360,Isaiah Adams,56,NEW,2013-06-01,154,1,7,7,7,2,2,0
17362,AW00028361,Kayla Wilson,55,NEW,2013-10-11,150,1,14,14,14,2,2,0
17363,AW00028362,Kaylee Sanchez,50,NEW,2011-04-19,180,1,3578,3578,3578,1,1,0
17364,AW00028363,Savannah Travers,50,NEW,2011-08-06,176,1,3578,3578,3578,1,1,0
17365,AW00028364,Alison Nara,52,NEW,2013-08-10,152,1,1170,1170,1170,2,2,0
17366,AW00028365,Stacey Zhao,52,NEW,2013-04-26,156,1,2433,2433,2433,4,4,0
17367,AW00028366,Dalton Rivera,54,NEW,2013-10-12,150,1,578,578,578,4,4,0
17368,AW00028367,Jerome Johnsen,54,NEW,2013-10-10,150,1,600,600,600,4,4,0
17369,AW00028368,Fernando Butler,48,NEW,2013-12-28,148,1,791,791,791,4,4,0
17370,AW00028369,Carolyn Moreno,53,NEW,2013-05-11,155,1,777,777,777,2,2,0
17371,AW00028370,Eddie Gutierrez,54,NEW,2013-10-07,150,1,639,639,639,5,5,0
17372,AW00028371,Mandy Liang,54,NEW,2013-10-11,150,1,540,540,540,1,1,0
17373,AW00028372,Vincent Hu,48,NEW,2013-10-27,150,1,608,608,608,4,4,0
17374,AW00028373,Shane Lopez,54,NEW,2013-08-05,152,1,39,39,39,3,3,0
17375,AW00028374,Ruben Vance,55,NEW,2013-03-08,157,1,69,69,69,3,3,0
17376,AW00028375,Kathleen Diaz,49,NEW,2013-11-03,149,1,567,567,567,4,4,0
17377,AW00028376,Eugene Chen,48,NEW,2013-07-26,153,1,1134,1134,1134,3,3,0
17378,AW00028377,Walter Ortega,54,NEW,2013-05-07,155,1,2433,2433,2433,4,4,0
17379,AW00028378,Sara Sanchez,54,NEW,2013-12-21,148,1,39,39,39,3,3,0
17380,AW00028379,Edgar Rana,55,NEW,2013-04-10,156,1,61,61,61,3,3,0
17381,AW00028380,Lindsay Goel,56,NEW,2013-11-01,149,1,35,35,35,2,2,0
17382,AW00028381,Cedric Tang,56,NEW,2013-09-14,151,1,93,93,93,4,4,0
17383,AW00028382,Roberto Ortega,50,NEW,2013-06-16,154,1,786,786,786,3,3,0
17384,AW00028383,Lacey Zhou,55,NEW,2013-06-08,154,1,742,742,742,1,1,0
17385,AW00028384,Tamara Xie,50,NEW,2013-08-07,152,1,68,68,68,2,2,0
17386,AW00028385,Cassie Deng,50,NEW,2013-12-20,148,1,72,72,72,3,3,0
17387,AW00028386,Sergio Subram,46,NEW,2013-11-03,149,1,600,600,600,4,4,0
17388,AW00028387,Roberto Alvarez,51,NEW,2013-11-18,149,1,584,584,584,3,3,0
17389,AW00028388,Sheila Rowe,51,NEW,2013-06-18,154,1,751,751,751,2,2,0
17390,AW00028389,Rachael Martinez,56,NEW,2010-12-29,184,1,3400,3400,3400,1,1,0
17391,AW00028390,Frederick Suri,57,NEW,2011-01-24,183,1,3375,3375,3375,1,1,0
17392,AW00028391,Monique Jimenez,45,NEW,2013-02-15,158,1,33,33,33,1,1,0
17393,AW00028392,Luke Green,88,NEW,2013-02-04,158,1,23,23,23,2,2,0
17394,AW00028393,Ramon Zheng,54,REGULAR,2013-08-01,152,2,4539,2269,2269,4,4,31
17395,AW00028394,Alisha Zhang,55,REGULAR,2013-08-20,152,2,4555,2277,2277,3,3,30
17396,AW00028395,Shannon Dominguez,54,REGULAR,2013-09-10,151,2,4554,2277,2277,4,4,31
17397,AW00028396,Rebekah Munoz,49,NEW,2013-08-19,152,1,1155,1155,1155,2,2,0
17398,AW00028397,Cynthia Rana,54,NEW,2013-05-08,155,1,2419,2419,2419,2,2,0
17399,AW00028398,Shawn Lal,58,NEW,2013-07-09,153,1,72,72,72,3,3,0
17400,AW00028399,Dale Deng,52,NEW,2013-10-29,150,1,554,554,554,3,3,0
17401,AW00028400,Cedric Anand,58,NEW,2013-06-08,154,1,777,777,777,2,2,0
17402,AW00028401,Maria Alexander,55,NEW,2011-03-21,181,1,3375,3375,3375,1,1,0
17403,AW00028402,Kristin Kumar,56,NEW,2013-02-12,158,1,72,72,72,3,3,0
17404,AW00028403,Jaclyn Sharma,44,NEW,2013-05-27,155,1,2419,2419,2419,2,2,0
17405,AW00028404,Whitney Raman,51,NEW,2013-10-11,150,1,57,57,57,5,5,0
17406,AW00028405,Erick Malhotra,56,NEW,2013-08-07,152,1,1155,1155,1155,2,2,0
17407,AW00028406,Gerald Srini,47,NEW,2014-01-24,147,1,101,101,101,3,3,0
17408,AW00028407,Emma Miller,57,NEW,2011-05-14,179,1,3375,3375,3375,1,1,0
17409,AW00028408,Tasha Lal,42,NEW,2013-05-06,155,1,23,23,23,2,2,0
17410,AW00028409,Bonnie Rai,43,NEW,2013-02-05,158,1,29,29,29,1,1,0
17411,AW00028410,Cheryl Gill,44,NEW,2013-02-20,158,1,60,60,60,3,3,0
17412,AW00028411,Jay Rodriguez,44,NEW,2013-02-25,158,1,134,134,134,5,5,0
17413,AW00028412,Walter Vazquez,43,NEW,2013-02-23,158,1,46,46,46,3,3,0
17414,AW00028413,Dalton Martinez,45,NEW,2013-09-19,151,1,23,23,23,2,2,0
17415,AW00028414,Bradley Luo,43,NEW,2011-05-21,179,1,3400,3400,3400,1,1,0
17416,AW00028415,Melissa Rogers,52,NEW,2013-05-17,155,1,2428,2428,2428,3,3,0
17417,AW00028416,Roger Black,52,NEW,2013-05-30,155,1,2442,2442,2442,5,5,0
17418,AW00028417,Ashlee Lal,53,NEW,2013-06-04,154,1,2426,2426,2426,4,4,0
17419,AW00028418,Kelli Zhu,59,REGULAR,2013-09-22,151,2,4539,2269,2269,4,4,27
17420,AW00028419,Cheryl Suarez,59,REGULAR,2013-09-15,151,2,4564,2282,2282,4,4,26
17421,AW00028420,Tracy Chapman,58,REGULAR,2013-10-13,150,2,4534,2267,2267,4,4,27
17422,AW00028421,Monica Gonzalez,42,NEW,2013-06-12,154,1,776,776,776,3,3,0
17423,AW00028422,Joy Moyer,43,NEW,2013-12-17,148,1,35,35,35,2,2,0
17424,AW00028423,Victor Ortega,43,NEW,2013-03-17,157,1,34,34,34,2,2,0
17425,AW00028424,Neil Romero,44,NEW,2013-11-13,149,1,564,564,564,2,2,0
17426,AW00028425,Gilbert Nara,43,NEW,2013-11-01,149,1,589,589,589,4,4,0
17427,AW00028426,Melvin Xie,43,NEW,2013-10-11,150,1,60,60,60,3,3,0
17428,AW00028427,Yolanda Deng,44,NEW,2013-11-11,149,1,540,540,540,1,1,0
17429,AW00028428,Ebony Alvarez,44,NEW,2013-11-20,149,1,604,604,604,2,2,0
17430,AW00028429,Devin Bell,44,NEW,2013-05-26,155,1,35,35,35,2,2,0
17431,AW00028430,Armando Suarez,46,NEW,2013-08-05,152,1,43,43,43,3,3,0
17432,AW00028431,Tyrone Sanz,45,NEW,2013-08-21,152,1,198,198,198,4,4,0
17433,AW00028432,Bruce Carlson,46,NEW,2013-10-29,150,1,29,29,29,1,1,0
17434,AW00028433,Deborah Shen,45,NEW,2013-12-22,148,1,33,33,33,1,1,0
17435,AW00028434,Brian Lauer,45,NEW,2013-06-13,154,1,751,751,751,2,2,0
17436,AW00028435,Edwin Liu,45,NEW,2014-01-20,147,1,43,43,43,3,3,0
17437,AW00028436,Derrick Carlson,45,NEW,2013-10-31,150,1,618,618,618,4,4,0
17438,AW00028437,Mary Smith,45,NEW,2013-11-30,149,1,567,567,567,4,4,0
17439,AW00028438,Heidi Sanchez,45,NEW,2013-12-04,148,1,575,575,575,2,2,0
17440,AW00028439,Olivia Gray,45,NEW,2014-01-16,147,1,60,60,60,3,3,0
17441,AW00028440,Allison Ramirez,46,NEW,2013-08-23,152,1,39,39,39,3,3,0
17442,AW00028441,Peter Nath,46,NEW,2013-09-19,151,1,37,37,37,2,2,0
17443,AW00028442,Phillip Prasad,47,NEW,2013-03-27,157,1,70,70,70,1,1,0
17444,AW00028443,Alfredo Dominguez,45,NEW,2011-08-03,176,1,3375,3375,3375,1,1,0
17445,AW00028444,Pedro Sai,45,NEW,2013-03-20,157,1,124,124,124,2,2,0
17446,AW00028445,Shaun She,45,NEW,2013-11-10,149,1,34,34,34,2,2,0
17447,AW00028446,Mayra Subram,46,NEW,2013-06-29,154,1,2398,2398,2398,3,3,0
17448,AW00028447,Dalton Walker,48,NEW,2013-05-29,155,1,70,70,70,1,1,0
17449,AW00028448,Katherine Campbell,48,NEW,2013-10-03,150,1,21,21,21,1,1,0
17450,AW00028449,Jarred Gill,51,NEW,2011-08-05,176,1,3375,3375,3375,1,1,0
17451,AW00028450,Nelson Martin,59,NEW,2013-02-12,158,1,69,69,69,3,3,0
17452,AW00028451,Nichole Chander,58,NEW,2013-11-05,149,1,30,30,30,2,2,0
17453,AW00028452,Alexandra Young,59,NEW,2013-04-15,156,1,70,70,70,1,1,0
17454,AW00028453,Valerie Lin,60,NEW,2013-08-03,152,1,36,36,36,3,3,0
17455,AW00028454,Shawna Simpson,54,NEW,2013-06-28,154,1,89,89,89,3,3,0
17456,AW00028455,Raymond Sara,54,NEW,2013-05-12,155,1,43,43,43,3,3,0
17457,AW00028456,Todd Xu,54,NEW,2013-02-04,158,1,70,70,70,1,1,0
17458,AW00028457,Bruce Gonzalez,85,NEW,2013-12-31,148,1,70,70,70,1,1,0
17459,AW00028458,Casey She,59,NEW,2011-09-08,175,1,3375,3375,3375,1,1,0
17460,AW00028459,Dana MuÔö£ÔûÆoz,63,NEW,2013-07-30,153,1,21,21,21,1,1,0
17461,AW00028460,Nathan Powell,63,NEW,2013-03-15,157,1,120,120,120,2,2,0
17462,AW00028461,Joe Dominguez,58,NEW,2013-11-18,149,1,34,34,34,2,2,0
17463,AW00028462,Kendra Serrano,64,NEW,2013-03-26,157,1,70,70,70,1,1,0
17464,AW00028463,Emmanuel Arun,64,NEW,2013-09-07,151,1,21,21,21,1,1,0
17465,AW00028464,Eddie Hernandez,65,NEW,2013-12-13,148,1,70,70,70,1,1,0
17466,AW00028465,Wendy Serrano,59,NEW,2013-03-10,157,1,69,69,69,3,3,0
17467,AW00028466,Marco Chandra,64,NEW,2014-01-08,147,1,120,120,120,2,2,0
17468,AW00028467,Tasha Tang,55,NEW,2013-10-07,150,1,36,36,36,3,3,0
17469,AW00028468,Melody Harrison,66,NEW,2013-05-12,155,1,60,60,60,3,3,0
17470,AW00028469,Morgan Green,66,NEW,2013-10-26,150,1,60,60,60,3,3,0
17471,AW00028470,Tamara Tang,67,NEW,2011-09-04,175,1,3400,3400,3400,1,1,0
17472,AW00028471,Phillip Sullivan,66,NEW,2011-09-21,175,1,3375,3375,3375,1,1,0
17473,AW00028472,Kellie Ramos,82,NEW,2013-06-25,154,1,750,750,750,2,2,0
17474,AW00028473,Bruce Rodriguez,81,NEW,2013-09-17,151,1,21,21,21,1,1,0
17475,AW00028474,Terrence Nara,80,NEW,2013-12-06,148,1,565,565,565,3,3,0
17476,AW00028475,Bruce Ramos,80,NEW,2013-03-25,157,1,124,124,124,2,2,0
17477,AW00028476,Bradley Xie,74,NEW,2013-11-04,149,1,120,120,120,2,2,0
17478,AW00028477,Kenneth Tang,79,NEW,2013-12-04,148,1,549,549,549,2,2,0
17479,AW00028478,Riley Long,77,NEW,2011-09-10,175,1,3375,3375,3375,1,1,0
17480,AW00028479,Marvin Gomez,41,NEW,2013-04-21,156,1,831,831,831,3,3,0
17481,AW00028480,Arthur Vazquez,40,NEW,2013-05-13,155,1,742,742,742,1,1,0
17482,AW00028481,Kristine Moreno,42,NEW,2013-05-20,155,1,778,778,778,4,4,0
17483,AW00028482,Jaime She,43,NEW,2013-05-12,155,1,777,777,777,2,2,0
17484,AW00028483,Tara Raje,45,NEW,2013-05-22,155,1,765,765,765,4,4,0
17485,AW00028484,Harold Raman,41,NEW,2013-05-28,155,1,778,778,778,4,4,0
17486,AW00028485,Bianca Wu,43,NEW,2013-05-14,155,1,751,751,751,2,2,0
17487,AW00028486,Rebekah Chandra,42,NEW,2013-06-08,154,1,776,776,776,3,3,0
17488,AW00028487,Gerald Gill,42,NEW,2013-06-27,154,1,805,805,805,3,3,0
17489,AW00028488,Reginald Travers,43,NEW,2013-06-17,154,1,742,742,742,1,1,0
17490,AW00028489,Jeffery Zhu,77,NEW,2013-07-30,153,1,786,786,786,3,3,0
17491,AW00028490,Krista Ramos,77,NEW,2013-07-07,153,1,778,778,778,4,4,0
17492,AW00028491,Cassie Jai,60,NEW,2011-11-19,173,1,3375,3375,3375,1,1,0
17493,AW00028492,Bethany Tang,60,NEW,2011-11-09,173,1,3375,3375,3375,1,1,0
17494,AW00028493,Morgan Wilson,59,NEW,2013-07-30,153,1,814,814,814,6,6,0
17495,AW00028494,Ross Martinez,43,NEW,2013-07-19,153,1,751,751,751,2,2,0
17496,AW00028495,Catherine Morgan,60,NEW,2013-05-07,155,1,120,120,120,2,2,0
17497,AW00028496,Adam Shan,55,NEW,2013-08-10,152,1,70,70,70,1,1,0
17498,AW00028497,Alvin Yang,60,NEW,2013-07-07,153,1,776,776,776,3,3,0
17499,AW00028498,Tabitha Ruiz,56,NEW,2013-02-17,158,1,79,79,79,2,2,0
17500,AW00028499,Lydia Srini,56,NEW,2013-07-09,153,1,778,778,778,4,4,0
17501,AW00028500,Jermaine Gonzalez,61,NEW,2013-07-13,153,1,777,777,777,2,2,0
17502,AW00028501,Gerald Perez,61,NEW,2013-08-25,152,1,786,786,786,3,3,0
17503,AW00028502,Dominique Jordan,61,NEW,2013-07-31,153,1,777,777,777,2,2,0
17504,AW00028503,Jay Sanz,56,NEW,2013-12-11,148,1,578,578,578,4,4,0
17505,AW00028504,Reginald Gomez,57,NEW,2011-12-17,172,1,3375,3375,3375,1,1,0
17506,AW00028505,Barbara Xie,63,NEW,2013-08-22,152,1,827,827,827,3,3,0
17507,AW00028506,Ruth Schmidt,60,REGULAR,2013-10-28,150,2,3213,1606,1606,4,4,21
17508,AW00028507,Deanna Suri,62,NEW,2013-08-20,152,1,777,777,777,2,2,0
17509,AW00028508,Jaime Romero,61,NEW,2013-12-11,148,1,575,575,575,2,2,0
17510,AW00028509,Audrey Diaz,62,NEW,2013-08-14,152,1,777,777,777,2,2,0
17511,AW00028510,Gregory Andersen,62,NEW,2012-01-15,171,1,2071,2071,2071,1,1,0
17512,AW00028511,Chase Rivera,45,NEW,2013-12-21,148,1,563,563,563,4,4,0
17513,AW00028512,Dwayne Alonso,45,NEW,2012-02-21,170,1,2049,2049,2049,1,1,0
17514,AW00028513,Molly Fernandez,50,NEW,2013-08-28,152,1,811,811,811,4,4,0
17515,AW00028514,Lisa Chen,52,NEW,2013-04-27,156,1,79,79,79,2,2,0
17516,AW00028515,Tony Lal,46,NEW,2013-12-19,148,1,565,565,565,3,3,0
17517,AW00028516,Vincent Lin,51,NEW,2013-12-01,148,1,563,563,563,3,3,0
17518,AW00028517,Troy Gonzalez,51,NEW,2013-12-28,148,1,578,578,578,4,4,0
17519,AW00028518,Tammy Sanchez,51,NEW,2013-07-31,153,1,750,750,750,2,2,0
17520,AW00028519,JÔö£┬«sus Ramos,51,NEW,2012-02-21,170,1,2049,2049,2049,1,1,0
17521,AW00028520,Susan Liang,52,REGULAR,2013-11-13,149,2,3226,1613,1613,3,3,21
17522,AW00028521,Bradley Tang,51,NEW,2013-09-04,151,1,1164,1164,1164,3,3,0
17523,AW00028522,Rosa Ma,46,NEW,2013-09-25,151,1,1198,1198,1198,4,4,0
17524,AW00028523,Charles James,46,NEW,2013-06-16,154,1,2433,2433,2433,4,4,0
17525,AW00028524,Paula Gill,51,NEW,2013-06-21,154,1,2398,2398,2398,3,3,0
17526,AW00028525,Dominic Rodriguez,68,NEW,2013-12-23,148,1,575,575,575,2,2,0
17527,AW00028526,Luke Yang,62,NEW,2013-12-21,148,1,60,60,60,3,3,0
17528,AW00028527,Dwayne Rubio,53,NEW,2013-12-21,148,1,563,563,563,3,3,0
17529,AW00028528,Tasha Chande,47,NEW,2013-09-23,151,1,751,751,751,2,2,0
17530,AW00028529,Tara Chande,53,NEW,2012-02-26,170,1,2049,2049,2049,1,1,0
17531,AW00028530,Gavin Powell,52,NEW,2013-11-29,149,1,589,589,589,4,4,0
17532,AW00028531,Jared Reed,52,NEW,2013-09-02,151,1,751,751,751,2,2,0
17533,AW00028532,Tony Xie,52,NEW,2012-02-01,170,1,2071,2071,2071,1,1,0
17534,AW00028533,Clayton Sun,50,NEW,2013-02-03,158,1,5,5,5,1,1,0
17535,AW00028534,Sabrina Romero,56,NEW,2013-07-17,153,1,604,604,604,2,2,0
17536,AW00028535,Leslie Ferrier,47,NEW,2013-02-05,158,1,2433,2433,2433,4,4,0
17537,AW00028536,Martha Guo,57,NEW,2013-02-23,158,1,14,14,14,2,2,0
17538,AW00028537,Christian Hayes,94,NEW,2013-06-11,154,1,40,40,40,2,2,0
17539,AW00028538,Jerome Sanz,48,NEW,2013-08-24,152,1,36,36,36,3,3,0
17540,AW00028539,Barbara Zhou,47,NEW,2013-04-12,156,1,120,120,120,2,2,0
17541,AW00028540,Leah Zhang,46,NEW,2012-02-17,170,1,2049,2049,2049,1,1,0
17542,AW00028541,Isabella Perez,47,NEW,2012-02-03,170,1,2049,2049,2049,1,1,0
17543,AW00028542,Martha Zhao,41,NEW,2013-02-18,158,1,79,79,79,2,2,0
17544,AW00028543,Roger Ye,NULL,NEW,2013-03-30,157,1,108,108,108,4,4,0
17545,AW00028544,Nicolas Shan,41,NEW,2013-10-20,150,1,34,34,34,2,2,0
17546,AW00028545,Micheal Ramos,40,NEW,2013-06-23,154,1,133,133,133,3,3,0
17547,AW00028546,Alisha Xu,40,NEW,2013-06-29,154,1,120,120,120,2,2,0
17548,AW00028547,April Shen,40,NEW,2012-02-08,170,1,2049,2049,2049,1,1,0
17549,AW00028548,Krista Ortega,40,NEW,2013-09-01,151,1,751,751,751,2,2,0
17550,AW00028549,Lydia Subram,46,NEW,2013-07-09,153,1,2418,2418,2418,3,3,0
17551,AW00028550,Wayne Andersen,48,NEW,2013-11-11,149,1,124,124,124,2,2,0
17552,AW00028551,Warren Xu,48,NEW,2013-05-02,155,1,70,70,70,1,1,0
17553,AW00028552,Holly Subram,48,NEW,2013-11-16,149,1,21,21,21,1,1,0
17554,AW00028553,Sabrina Serrano,48,REGULAR,2013-10-30,150,2,3216,1608,1608,3,3,19
17555,AW00028554,Natalie Sanders,42,NEW,2013-09-29,151,1,1155,1155,1155,2,2,0
17556,AW00028555,Monique Serrano,47,NEW,2013-09-29,151,1,1134,1134,1134,3,3,0
17557,AW00028556,Isabel Gonzales,48,NEW,2013-10-24,150,1,1155,1155,1155,2,2,0
17558,AW00028557,Casey Alvarez,47,NEW,2013-07-11,153,1,2419,2419,2419,2,2,0
17559,AW00028558,Dawn Stone,49,NEW,2013-11-30,149,1,69,69,69,3,3,0
17560,AW00028559,Billy Gutierrez,43,NEW,2012-03-10,169,1,2049,2049,2049,1,1,0
17561,AW00028560,Peggy Smith,43,NEW,2012-03-03,169,1,2071,2071,2071,1,1,0
17562,AW00028561,Carlos Kelly,49,NEW,2013-11-23,149,1,23,23,23,2,2,0
17563,AW00028562,Phillip Martinez,48,REGULAR,2013-11-08,149,2,3218,1609,1609,4,4,20
17564,AW00028563,Dennis Cai,43,NEW,2013-10-08,150,1,1198,1198,1198,4,4,0
17565,AW00028564,Alisha Deng,43,NEW,2013-11-28,149,1,1174,1174,1174,2,2,0
17566,AW00028565,James Allen,49,NEW,2013-12-24,148,1,58,58,58,3,3,0
17567,AW00028566,Colin Sun,50,NEW,2014-01-24,147,1,58,58,58,3,3,0
17568,AW00028567,Ann Kapoor,49,NEW,2013-10-31,150,1,70,70,70,1,1,0
17569,AW00028568,Daisy Alonso,51,NEW,2013-11-23,149,1,1145,1145,1145,2,2,0
17570,AW00028569,Dustin Jai,44,REGULAR,2013-11-12,149,2,3204,1602,1602,3,3,20
17571,AW00028570,Jenna Turner,49,NEW,2013-07-04,153,1,68,68,68,2,2,0
17572,AW00028571,Anna Torres,46,NEW,2013-12-20,148,1,29,29,29,2,2,0
17573,AW00028572,Jeffery Ye,47,NEW,2013-05-08,155,1,31,31,31,3,3,0
17574,AW00028573,Tyrone Gill,47,NEW,2011-04-21,180,1,3578,3578,3578,1,1,0
17575,AW00028574,Kayla Flores,47,NEW,2011-08-26,176,1,3578,3578,3578,1,1,0
17576,AW00028575,Linda Gutierrez,45,NEW,2013-09-08,151,1,70,70,70,1,1,0
17577,AW00028576,Sunil Uppal,55,NEW,2013-10-29,150,1,40,40,40,2,2,0
17578,AW00028577,Austin Harris,55,NEW,2013-07-23,153,1,7,7,7,2,2,0
17579,AW00028578,Zoe Rogers,43,NEW,2014-01-15,147,1,40,40,40,2,2,0
17580,AW00028579,Grace Ross,55,NEW,2013-12-03,148,1,7,7,7,2,2,0
17581,AW00028580,Aimee Liu,49,REGULAR,2013-06-09,154,2,4793,2396,2396,2,2,26
17582,AW00028581,Allison Collins,66,NEW,2013-12-02,148,1,120,120,120,2,2,0
17583,AW00028582,Olivia Hall,66,NEW,2013-09-28,151,1,35,35,35,1,1,0
17584,AW00028583,Ryan Long,67,NEW,2011-04-19,180,1,3578,3578,3578,1,1,0
17585,AW00028584,Rolando Smith,67,NEW,2011-04-16,180,1,3578,3578,3578,1,1,0
17586,AW00028585,Julian Russell,61,NEW,2013-08-19,152,1,35,35,35,1,1,0
17587,AW00028586,Gabriel Diaz,61,NEW,2011-04-18,180,1,3578,3578,3578,1,1,0
17588,AW00028587,Xavier Harris,67,NEW,2011-04-11,180,1,3578,3578,3578,1,1,0
17589,AW00028588,Emma Griffin,67,NEW,2011-04-13,180,1,3578,3578,3578,1,1,0
17590,AW00028589,John Walker,54,NEW,2013-04-10,156,1,70,70,70,1,1,0
17591,AW00028590,Gabriel Jai,65,NEW,2013-03-19,157,1,59,59,59,2,2,0
17592,AW00028591,Mary Collins,65,NEW,2013-07-27,153,1,35,35,35,1,1,0
17593,AW00028592,Alyssa Johnson,65,NEW,2013-12-14,148,1,35,35,35,1,1,0
17594,AW00028593,Faith Peterson,66,NEW,2013-12-13,148,1,35,35,35,1,1,0
17595,AW00028594,Sydney Cooper,60,NEW,2013-08-13,152,1,50,50,50,1,1,0
17596,AW00028595,Xavier James,66,NEW,2013-04-09,156,1,50,50,50,1,1,0
17597,AW00028596,Haley Butler,65,NEW,2013-12-14,148,1,8,8,8,1,1,0
17598,AW00028597,Brianna Harris,66,NEW,2013-04-18,156,1,8,8,8,1,1,0
17599,AW00028598,Wyatt Russell,66,NEW,2011-04-02,180,1,3578,3578,3578,1,1,0
17600,AW00028599,Stephanie Perry,55,NEW,2013-04-28,156,1,8,8,8,1,1,0
17601,AW00028600,Destiny Clark,55,NEW,2013-03-30,157,1,120,120,120,2,2,0
17602,AW00028601,Christian Gonzales,65,NEW,2013-04-03,156,1,8,8,8,1,1,0
17603,AW00028602,Isabella Morgan,65,NEW,2013-10-17,150,1,144,144,144,3,3,0
17604,AW00028603,Brian Bell,59,NEW,2013-09-03,151,1,8,8,8,1,1,0
17605,AW00028604,Allison James,65,NEW,2013-02-05,158,1,8,8,8,1,1,0
17606,AW00028605,Caleb Coleman,59,NEW,2013-08-22,152,1,8,8,8,1,1,0
17607,AW00028606,Joshua Wilson,65,NEW,2013-03-11,157,1,8,8,8,1,1,0
17608,AW00028607,Hunter Sharma,64,NEW,2013-01-29,159,1,8,8,8,1,1,0
17609,AW00028608,Brian Richardson,65,NEW,2013-11-12,149,1,79,79,79,2,2,0
